latitude,longitude,local_government_area,statistical_area,crash_id,date_time_id,description_id,vehicles_id,casualties_id,year
-36.8998941,174.8387063,Auckland,520300,NZ656571,2018----,963911,2c,0c,2018
-36.9220629,174.7129909,Auckland,518901,NZ655326,2018----,959666,1c1p,1c1s,2018
-36.9220629,174.7129909,Auckland,518902,NZ655326,2018----,959666,1c1p,1c1s,2018
-37.01431962,174.9070311,Auckland,523814,NZ660870,2018----,965209,2i,0c,2018
-37.01431962,174.9070311,Auckland,523814,NZ661580,2018----,965919,1c1f,0c,2018
-36.96170107,174.8907121,Auckland,523711,NZ652308,2018----,955651,1c1p,1c1m,2018
-36.96170107,174.8907121,Auckland,523711,NZ651900,2018----,957243,1c1f1i,2c2s,2018
-36.99237828,174.8863927,Auckland,524601,NZ671956,2018----,976614,2c,0c,2018
-36.99443452,174.8857468,Auckland,524602,NZ665322,2018----,969982,1c1f,0c,2018
-36.90955595,174.7400198,Auckland,518803,NZ663509,2018----,969169,2c,0c,2018
-36.90955595,174.7400198,Auckland,518803,NZ669809,2018----,975467,2c,0c,2018
-36.84880726,174.7830655,Auckland,514101,NZ665453,2018----,970113,2c,0c,2018
-36.91723208,174.7023085,Auckland,514700,NZ657443,2018----,960783,2c,0c,2018
-36.91723208,174.7023085,Auckland,514600,NZ657443,2018----,960783,2c,0c,2018
-36.88388493,174.7159076,Auckland,517800,NZ653213,2018----,957556,1c1p,1c1m,2018
-36.92503842,174.7857266,Auckland,519820,NZ674077,2018----,978735,1c3i1o,0c,2018
-36.89271559,174.7971487,Auckland,519400,NZ647584,2018----,951927,2c,1c1m,2018
-36.86409264,174.7711039,Auckland,517400,NZ649419,2018----,953762,2c,1c1m,2018
-36.90755161,174.683338,Auckland,511300,NZ654499,2018----,958841,1f1p,1c1m,2018
-36.90755161,174.683338,Auckland,511300,NZ655302,2018----,959642,2c,1c1m,2018
-36.90755161,174.683338,Auckland,511303,NZ654499,2018----,958841,1f1p,1c1m,2018
-36.90755161,174.683338,Auckland,511303,NZ655302,2018----,959642,2c,1c1m,2018
-37.41655124,175.8887127,Hauraki District,534200,NZ650882,2018----,953225,1f1mc,1c1s,2018
-36.91136552,174.7730721,Auckland,518600,NZ666839,2018----,971499,2c,0c,2018
-36.91136552,174.7730721,Auckland,519710,NZ666839,2018----,971499,2c,0c,2018
-36.90797288,174.8133099,Auckland,520202,NZ652821,2018----,956164,1c,1c1s,2018
-36.94557982,174.8342006,Auckland,521901,NZ672465,2018----,977123,2c,0c,2018
-36.8004622,174.7864608,Auckland,508110,NZ648638,2018----,954981,1c1b,1c1s,2018
-36.8004622,174.7864608,Auckland,508110,NZ649028,2018----,955371,1c1b,1c1s,2018
-36.8004622,174.7864608,Auckland,508020,NZ648638,2018----,954981,1c1b,1c1s,2018
-36.8004622,174.7864608,Auckland,508020,NZ649028,2018----,955371,1c1b,1c1s,2018
-36.80911604,174.698454,Auckland,510020,NZ668616,2018----,973276,1c2i,0c,2018
-36.87663247,174.8257399,Auckland,516301,NZ665994,2018----,970654,3c,0c,2018
-36.87663247,174.8257399,Auckland,516301,NZ669306,2018----,974964,1T1B,0c,2018
-36.87663247,174.8257399,Auckland,516301,NZ671907,2018----,976565,2c,0c,2018
-36.88454409,174.7101998,Auckland,517901,NZ650999,2018----,953342,1c,1c1m,2018
-36.91320915,174.6797245,Auckland,511401,NZ652584,2018----,955927,1p,1c1m,2018
-37.00186994,174.878952,Auckland,524602,NZ654034,2018----,958377,1c1B,1c1m,2018
-36.94172971,174.8505584,Auckland,521800,NZ655577,2018----,959917,1c1f,0c,2018
-36.94172971,174.8505584,Auckland,521802,NZ655577,2018----,959917,1c1f,0c,2018
-36.94172971,174.8505584,Auckland,521801,NZ655577,2018----,959917,1c1f,0c,2018
-37.78431925,176.3265058,Western Bay Of Plenty District,538502,NZ661348,2018----,965687,1c1T,0c,2018
-37.78431925,176.3265058,Western Bay Of Plenty District,538502,NZ667787,2018----,972447,1c1T,0c,2018
-37.70372166,176.1538658,Tauranga City,538101,NZ659873,2018----,963213,,0c,2018
-37.70372166,176.1538658,Tauranga City,538101,NZ657108,2018----,964448,2c,0c,2018
-37.70372166,176.1538658,Tauranga City,538101,NZ664514,2018----,968174,2c,0c,2018
-37.70372166,176.1538658,Tauranga City,538101,NZ670551,2018----,974209,1c,0c,2018
-37.80291915,175.3148357,Hamilton City,530700,NZ657781,2018----,961121,1c1B,0c,2018
-37.61210117,175.1863679,Waikato District,527112,NZ662705,2018----,967044,1c1B,0c,2018
-36.90601397,174.8158674,Auckland,520202,NZ662974,2018----,967313,3c,0c,2018
-36.90601397,174.8158674,Auckland,520202,NZ667475,2018----,972135,1c1f,0c,2018
-37.69635448,176.146682,Tauranga City,537400,NZ649101,2018----,955444,1c1mc,1c1m,2018
-35.68463249,174.3016369,Whangarei District,502101,NZ654317,2018----,958659,1c1p,1c1m,2018
-35.68463249,174.3016369,Whangarei District,502102,NZ654317,2018----,958659,1c1p,1c1m,2018
-36.88619614,174.7435064,Auckland,518201,NZ659171,2018----,962511,1c1i,0c,2018
-36.88619614,174.7435064,Auckland,518201,NZ662843,2018----,967182,2c,0c,2018
-36.88619614,174.7435064,Auckland,518201,NZ672991,2018----,977649,1c,0c,2018
-36.8885138,174.7972521,Auckland,516002,NZ650307,2018----,952650,2c,1c1m,2018
-36.8885138,174.7972521,Auckland,516002,NZ656981,2018----,964321,1c1f,0c,2018
-36.8885138,174.7972521,Auckland,516002,NZ660370,2018----,964710,1c1f,0c,2018
-36.8885138,174.7972521,Auckland,516002,NZ665934,2018----,970594,2c,0c,2018
-37.65990797,175.5280313,Matamata-Piako District,534901,NZ649627,2018----,953970,1c1b,1c1s,2018
-38.01025137,177.2871222,Opotiki District,542800,NZ659550,2018----,962890,1c1i,0c,2018
-37.68286262,176.2261148,Tauranga City,536831,NZ658712,2018----,962052,1c,0c,2018
-37.68286262,176.2261148,Tauranga City,536831,NZ659094,2018----,962434,2c,0c,2018
-37.68286262,176.2261148,Tauranga City,536831,NZ664395,2018----,968055,1c,0c,2018
-37.68286262,176.2261148,Tauranga City,536831,NZ664725,2018----,968385,1c,0c,2018
-37.68286262,176.2261148,Tauranga City,536831,NZ665653,2018----,970313,1c1T,0c,2018
-37.68286262,176.2261148,Tauranga City,536831,NZ667193,2018----,971853,2c,0c,2018
-37.73500188,176.1235188,Tauranga City,537601,NZ660812,2018----,965151,2c,0c,2018
-37.73500188,176.1235188,Tauranga City,537601,NZ673539,2018----,978197,1c1i,0c,2018
-35.7033091,174.3267548,Whangarei District,502202,NZ659982,2018----,963322,2c,0c,2018
-36.87167426,174.696899,Auckland,514801,NZ659432,2018----,962772,1T1o,0c,2018
-38.13679986,176.2394485,Rotorua District,540410,NZ651012,2018----,953355,1c1f,1c1m,2018
-38.13679986,176.2394485,Rotorua District,540410,NZ656665,2018----,964005,2c,0c,2018
-38.13679986,176.2394485,Rotorua District,540410,NZ664676,2018----,968336,2c,0c,2018
-38.13679986,176.2394485,Rotorua District,540410,NZ664805,2018----,968465,2c,0c,2018
-38.13679986,176.2394485,Rotorua District,540410,NZ667226,2018----,971886,1x1b,0c,2018
-38.12825184,176.2325236,Rotorua District,539400,NZ663695,2018----,969355,2c,0c,2018
-38.68433874,176.078804,Taupo District,541720,NZ652066,2018----,957409,2c,1c1m,2018
-35.72764561,174.319065,Whangarei District,503100,NZ658105,2018----,961445,2c,0c,2018
-35.72764561,174.319065,Whangarei District,503100,NZ670838,2018----,974496,2c,0c,2018
-35.86924457,174.4009236,Whangarei District,501811,NZ662657,2018----,966996,1c1i,0c,2018
-36.86531474,174.7671162,Auckland,514302,NZ659599,2018----,962939,1c1T,0c,2018
-36.86531474,174.7671162,Auckland,514302,NZ656246,2018----,963586,1c1T,0c,2018
-36.86531474,174.7671162,Auckland,514302,NZ664938,2018----,968598,2c,0c,2018
-37.72401548,176.1708455,Tauranga City,538000,NZ665243,2018----,969903,2c,0c,2018
-38.14463613,176.2538386,Rotorua District,540420,NZ673697,2018----,978355,2c,0c,2018
-38.14463613,176.2538386,Rotorua District,540600,NZ673697,2018----,978355,2c,0c,2018
-37.7901266,175.3054657,Hamilton City,530200,NZ652859,2018----,956202,1b,1c1m,2018
-37.7901266,175.3054657,Hamilton City,530200,NZ669209,2018----,974867,2c,0c,2018
-37.79342618,175.2933949,Hamilton City,530200,NZ655983,2018----,960323,2c,0c,2018
-37.7854237,175.28135,Hamilton City,529700,NZ649399,2018----,953742,2c,1c1m,2018
-37.7854237,175.28135,Hamilton City,529700,NZ671843,2018----,976501,2c,0c,2018
-37.72702159,176.1689547,Tauranga City,537900,NZ666168,2018----,970828,2c,0c,2018
-37.70814431,176.2847754,Tauranga City,536511,NZ670736,2018----,974394,1c1f,0c,2018
-37.70814431,176.2847754,Tauranga City,536517,NZ670736,2018----,974394,1c1f,0c,2018
-37.69974702,176.1579495,Tauranga City,538101,NZ650692,2018----,953035,2c,1c1m,2018
-37.69974702,176.1579495,Tauranga City,538102,NZ650692,2018----,953035,2c,1c1m,2018
-37.69542272,176.1129096,Tauranga City,536514,NZ656779,2018----,964119,2c,0c,2018
-37.67428158,176.2278965,Tauranga City,536831,NZ659335,2018----,962675,1c,0c,2018
-38.12894024,176.2418609,Rotorua District,540300,NZ669770,2018----,975428,1c1i,0c,2018
-38.12894024,176.2418609,Rotorua District,540410,NZ669770,2018----,975428,1c1i,0c,2018
-37.6964772,176.1343051,Tauranga City,537301,NZ663057,2018----,967396,2c,0c,2018
-37.6964772,176.1343051,Tauranga City,537301,NZ670214,2018----,973872,2c,0c,2018
-38.69183262,176.0733894,Taupo District,541720,NZ652398,2018----,955741,2c,1c1m,2018
-36.84713517,174.8360511,Auckland,516500,NZ651083,2018----,953426,1T,1c1m,2018
-36.91988638,174.6696217,Auckland,511401,NZ663397,2018----,969057,2c,0c,2018
-36.87118141,174.7124036,Auckland,515002,NZ648626,2018----,954969,3c,1c1m,2018
-36.87118141,174.7124036,Auckland,515002,NZ661004,2018----,965343,2c,0c,2018
-36.87118141,174.7124036,Auckland,515003,NZ648626,2018----,954969,3c,1c1m,2018
-36.87118141,174.7124036,Auckland,515003,NZ661004,2018----,965343,2c,0c,2018
-36.83192018,174.618359,Auckland,513512,NZ660850,2018----,965189,2c,0c,2018
-36.83192018,174.618359,Auckland,513512,NZ671390,2018----,976048,1c,0c,2018
-36.90083446,174.8056104,Auckland,520202,NZ651576,2018----,956919,1c1mc,1c1s,2018
-36.78569514,174.7691742,Auckland,508010,NZ665951,2018----,970611,1p,0c,2018
-36.8015453,174.7247052,Auckland,508220,NZ661584,2018----,965923,1c1mc1o,0c,2018
-36.8015453,174.7247052,Auckland,508610,NZ661584,2018----,965923,1c1mc1o,0c,2018
-36.95743925,174.7894481,Auckland,524002,NZ653396,2018----,957739,1c1mc,2c1s1m,2018
-36.95834936,174.7978143,Auckland,524401,NZ664563,2018----,968223,2c,0c,2018
-36.95834936,174.7978143,Auckland,524403,NZ664563,2018----,968223,2c,0c,2018
-35.73878565,174.3348848,Whangarei District,503900,NZ649156,2018----,953499,2c,1c1m,2018
-35.73878565,174.3348848,Whangarei District,503900,NZ651237,2018----,956580,1T,1c1m,2018
-35.73878565,174.3348848,Whangarei District,503900,NZ651839,2018----,957182,1T,1c1m,2018
-35.73878565,174.3348848,Whangarei District,503900,NZ656030,2018----,960370,1c,0c,2018
-35.73878565,174.3348848,Whangarei District,503900,NZ666113,2018----,970773,2c,0c,2018
-35.73878565,174.3348848,Whangarei District,503900,NZ670831,2018----,974489,1c1f,0c,2018
-36.86830316,174.7692043,Auckland,514302,NZ670477,2018----,974135,2c,0c,2018
-38.38595504,176.3420637,Rotorua District,538841,NZ656898,2018----,964238,2c,0c,2018
-38.38595504,176.3420637,Rotorua District,538841,NZ661223,2018----,965562,1c1f,0c,2018
-36.815544,174.7511733,Auckland,509800,NZ662139,2018----,966478,1c1i,0c,2018
-36.87159136,174.7102251,Auckland,515002,NZ653959,2018----,958302,1c1mc,1c1m,2018
-36.87159136,174.7102251,Auckland,515003,NZ653959,2018----,958302,1c1mc,1c1m,2018
-37.80450889,175.2795408,Hamilton City,529100,NZ647402,2018----,951745,2c,1c1m,2018
-37.80450889,175.2795408,Hamilton City,529100,NZ667974,2018----,972634,2c,0c,2018
-37.7862872,175.2786401,Hamilton City,529700,NZ653260,2018----,957603,1c1mc,1c1s,2018
-37.7862872,175.2786401,Hamilton City,529700,NZ672417,2018----,977075,2c,0c,2018
-37.2387241,175.3860014,Hauraki District,533901,NZ658135,2018----,961475,1c2i,0c,2018
-37.38112945,175.6731528,Hauraki District,534300,NZ662688,2018----,967027,1c1f,0c,2018
-37.65927136,175.5291432,Matamata-Piako District,534901,NZ655776,2018----,960116,1c,0c,2018
-37.65927136,175.5291432,Matamata-Piako District,534902,NZ655776,2018----,960116,1c,0c,2018
-37.65857279,175.5268412,Matamata-Piako District,534901,NZ666750,2018----,971410,2c,0c,2018
-36.77224895,174.7635768,Auckland,507800,NZ660864,2018----,965203,2c,0c,2018
-35.76936454,174.2363876,Whangarei District,501810,NZ653543,2018----,957886,1c1mc,1c1m,2018
-37.68272368,175.317636,Waikato District,527122,NZ648960,2018----,955303,2c1i,1c1m,2018
-37.68272368,175.317636,Waikato District,527122,NZ652251,2018----,955594,1c,4c4m,2018
-37.68272368,175.317636,Waikato District,527122,NZ662215,2018----,966554,3c,0c,2018
-37.68272368,175.317636,Waikato District,527122,NZ664257,2018----,967917,1c1f,0c,2018
-37.79240331,175.2880715,Hamilton City,529700,NZ663950,2018----,969610,2c,0c,2018
-38.13979832,176.2515588,Rotorua District,540410,NZ664821,2018----,968481,1c,0c,2018
-38.13979832,176.2515588,Rotorua District,540410,NZ667985,2018----,972645,2c,0c,2018
-35.71054663,174.322022,Whangarei District,502700,NZ650099,2018----,954442,1c1p,1c1m,2018
-35.71054663,174.322022,Whangarei District,502600,NZ650099,2018----,954442,1c1p,1c1m,2018
-36.86998466,174.7116364,Auckland,515002,NZ673661,2018----,978319,1c,0c,2018
-36.86957318,174.7257512,Auckland,515432,NZ669443,2018----,975101,2c,0c,2018
-36.86957318,174.7257512,Auckland,515003,NZ669443,2018----,975101,2c,0c,2018
-36.90829462,174.7356699,Auckland,518802,NZ649509,2018----,953852,1c,2c2m,2018
-36.85845887,174.7504473,Auckland,515420,NZ657383,2018----,960723,2c,0c,2018
-36.88404659,174.8053495,Auckland,516002,NZ652621,2018----,955964,2c,2c2m,2018
-36.90487139,174.7895999,Auckland,519720,NZ654546,2018----,958888,1c1f,1c1m,2018
-36.90487139,174.7895999,Auckland,519720,NZ669294,2018----,974952,1c,0c,2018
-36.90487139,174.7895999,Auckland,519300,NZ654546,2018----,958888,1c1f,1c1m,2018
-36.90487139,174.7895999,Auckland,519300,NZ669294,2018----,974952,1c,0c,2018
-36.91708128,174.824167,Auckland,519500,NZ656790,2018----,964130,2c,0c,2018
-36.91708128,174.824167,Auckland,519500,NZ671821,2018----,976479,1T1B,0c,2018
-36.96061381,174.8745904,Auckland,523501,NZ654366,2018----,958708,4c1f1i,1c1m,2018
-36.90471963,174.895253,Auckland,522723,NZ672907,2018----,977565,2c,0c,2018
-36.9907531,174.8660492,Auckland,524601,NZ658639,2018----,961979,2c,0c,2018
-37.03074479,174.9129727,Auckland,523817,NZ668820,2018----,973480,1c3i,0c,2018
-36.91895731,174.927923,Auckland,523106,NZ671426,2018----,976084,1c,0c,2018
-36.90166751,174.9186219,Auckland,523101,NZ663939,2018----,969599,1c,0c,2018
-36.90166751,174.9186219,Auckland,523101,NZ668798,2018----,973458,2c,0c,2018
-36.90166751,174.9186219,Auckland,521602,NZ663939,2018----,969599,1c,0c,2018
-36.90166751,174.9186219,Auckland,521602,NZ668798,2018----,973458,2c,0c,2018
-36.85439034,174.779808,Auckland,515902,NZ662873,2018----,967212,1c1mc,0c,2018
-36.87757869,174.7824217,Auckland,516001,NZ665110,2018----,968770,1c1o,0c,2018
-36.8458321,174.8170334,Auckland,516400,NZ673771,2018----,978429,3c,0c,2018
-37.77113157,175.2710908,Hamilton City,529600,NZ648611,2018----,954954,1B1b1i,1c1m,2018
-36.60218459,174.6942406,Auckland,505802,NZ648311,2018----,954654,1c1b,1c1m,2018
-36.60218459,174.6942406,Auckland,505802,NZ665609,2018----,970269,1c1o,0c,2018
-36.86537364,174.767398,Auckland,514302,NZ668588,2018----,973248,1c1T,0c,2018
-36.91434987,174.7541935,Auckland,518701,NZ671940,2018----,976598,1c1B,0c,2018
-37.0803716,174.9422633,Auckland,525530,NZ673181,2018----,977839,2c,0c,2018
-37.79503584,175.2477705,Hamilton City,529000,NZ664418,2018----,968078,2f,0c,2018
-37.79503584,175.2477705,Hamilton City,529000,NZ665418,2018----,970078,2c,0c,2018
-37.79503584,175.2477705,Hamilton City,528602,NZ664418,2018----,968078,2f,0c,2018
-37.79503584,175.2477705,Hamilton City,528602,NZ665418,2018----,970078,2c,0c,2018
-36.90570651,174.9269048,Auckland,521602,NZ669355,2018----,975013,2c1i,0c,2018
-37.67347125,175.1481347,Waikato District,528200,NZ654984,2018----,959324,3c1i,1c1m,2018
-36.72225703,174.6917355,Auckland,508701,NZ650895,2018----,953238,1f1mc,1c1m,2018
-36.72225703,174.6917355,Auckland,508701,NZ658697,2018----,962037,2c,0c,2018
-36.72225703,174.6917355,Auckland,508701,NZ664632,2018----,968292,1c1f,0c,2018
-36.71069308,174.6680613,Auckland,506300,NZ650314,2018----,952657,1f,1c1m,2018
-36.71069308,174.6680613,Auckland,506300,NZ649823,2018----,954166,2c,1c1m,2018
-36.71069308,174.6680613,Auckland,506300,NZ649036,2018----,955379,1c,1c1m,2018
-36.71069308,174.6680613,Auckland,506300,NZ652201,2018----,955544,3c1T,1c1s,2018
-36.71069308,174.6680613,Auckland,506300,NZ653081,2018----,956424,2c,2c2m,2018
-36.71069308,174.6680613,Auckland,506300,NZ657665,2018----,961005,2c,0c,2018
-36.71069308,174.6680613,Auckland,506300,NZ669433,2018----,975091,1c,0c,2018
-39.63206995,176.8382634,Hastings District,547700,NZ651199,2018----,956542,2c,1c1m,2018
-39.64439635,176.8440834,Hastings District,548200,NZ671701,2018----,976359,2c,0c,2018
-39.64079653,176.8475301,Hastings District,548200,NZ654279,2018----,958621,3c,1c1m,2018
-39.64079653,176.8475301,Hastings District,548200,NZ664300,2018----,967960,2c,0c,2018
-39.64079653,176.8475301,Hastings District,548200,NZ665651,2018----,970311,1c,0c,2018
-39.64079653,176.8475301,Hastings District,548200,NZ667280,2018----,971940,1c,0c,2018
-39.64218311,176.8453703,Hastings District,548200,NZ648692,2018----,955035,2c,1c1m,2018
-38.66373424,178.0196889,Gisborne District,544600,NZ649862,2018----,954205,1b,1c1m,2018
-39.59016876,174.2872837,South Taranaki District,554010,NZ654730,2018----,959072,1c,2c2m,2018
-41.08542794,174.8687442,Porirua City,571900,NZ657508,2018----,960848,1c,0c,2018
-39.93416962,175.0471099,Wanganui District,557100,NZ665021,2018----,968681,2c,0c,2018
-40.87763414,175.0650364,Kapiti Coast District,563703,NZ655611,2018----,959951,1c1b,0c,2018
-40.35297473,175.6087169,Palmerston North City,562800,NZ651956,2018----,957299,1c1b,1c1m,2018
-40.35297473,175.6087169,Palmerston North City,562800,NZ655753,2018----,960093,2c,0c,2018
-40.35297473,175.6087169,Palmerston North City,562800,NZ658568,2018----,961908,2c1i,0c,2018
-40.35297473,175.6087169,Palmerston North City,562800,NZ658748,2018----,962088,2c,0c,2018
-40.35297473,175.6087169,Palmerston North City,562800,NZ670303,2018----,973961,2c,0c,2018
-40.35297473,175.6087169,Palmerston North City,562800,NZ671809,2018----,976467,1c1B,0c,2018
-40.9497519,175.6617182,Masterton District,578600,NZ659206,2018----,962546,3c,0c,2018
-40.9497519,175.6617182,Masterton District,578600,NZ667148,2018----,971808,2c,0c,2018
-39.05402971,174.0865055,New Plymouth District,551800,NZ656578,2018----,963918,2c,0c,2018
-39.05402971,174.0865055,New Plymouth District,551800,NZ669220,2018----,974878,2c,0c,2018
-39.05402971,174.0865055,New Plymouth District,551800,NZ671389,2018----,976047,1c1T,0c,2018
-40.63626439,175.2725322,Horowhenua District,564232,NZ656361,2018----,963701,1c,0c,2018
-40.63626439,175.2725322,Horowhenua District,564220,NZ656361,2018----,963701,1c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562310,NZ655756,2018----,960096,1c1f,0c,2018
-40.34986698,175.6063248,Palmerston North City,562310,NZ658082,2018----,961422,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562310,NZ659061,2018----,962401,1c1B,0c,2018
-40.34986698,175.6063248,Palmerston North City,562310,NZ666929,2018----,971589,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562310,NZ669018,2018----,973676,1c1B,0c,2018
-40.34986698,175.6063248,Palmerston North City,562310,NZ670280,2018----,973938,1c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562310,NZ670804,2018----,974462,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562310,NZ672624,2018----,977282,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562800,NZ655756,2018----,960096,1c1f,0c,2018
-40.34986698,175.6063248,Palmerston North City,562800,NZ658082,2018----,961422,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562800,NZ659061,2018----,962401,1c1B,0c,2018
-40.34986698,175.6063248,Palmerston North City,562800,NZ666929,2018----,971589,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562800,NZ669018,2018----,973676,1c1B,0c,2018
-40.34986698,175.6063248,Palmerston North City,562800,NZ670280,2018----,973938,1c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562800,NZ670804,2018----,974462,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562800,NZ672624,2018----,977282,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562401,NZ655756,2018----,960096,1c1f,0c,2018
-40.34986698,175.6063248,Palmerston North City,562401,NZ658082,2018----,961422,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562401,NZ659061,2018----,962401,1c1B,0c,2018
-40.34986698,175.6063248,Palmerston North City,562401,NZ666929,2018----,971589,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562401,NZ669018,2018----,973676,1c1B,0c,2018
-40.34986698,175.6063248,Palmerston North City,562401,NZ670280,2018----,973938,1c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562401,NZ670804,2018----,974462,2c,0c,2018
-40.34986698,175.6063248,Palmerston North City,562401,NZ672624,2018----,977282,2c,0c,2018
-39.94000021,175.0244383,Wanganui District,556300,NZ648156,2018----,954499,1c,2c2m,2018
-39.05838617,174.0753615,New Plymouth District,551800,NZ651302,2018----,956645,2c,1c1m,2018
-39.05838617,174.0753615,New Plymouth District,551800,NZ655677,2018----,960017,1c2i,0c,2018
-41.28730492,173.7682276,Marlborough District,580200,NZ647890,2018----,952233,1f1mc,1c1m,2018
-38.66135752,178.0190517,Gisborne District,544600,NZ664180,2018----,967840,1c1f,0c,2018
-38.66135752,178.0190517,Gisborne District,544600,NZ672193,2018----,976851,1c1b,0c,2018
-41.11896815,174.8932197,Porirua City,565604,NZ649678,2018----,954021,1c2i,1c1m,2018
-39.06280718,174.0639397,New Plymouth District,551900,NZ671156,2018----,974814,2c,0c,2018
-39.06280718,174.0639397,New Plymouth District,551900,NZ671508,2018----,976166,1c1f,0c,2018
-39.05817315,174.0701112,New Plymouth District,551800,NZ663984,2018----,969644,2c,0c,2018
-39.05817315,174.0701112,New Plymouth District,551800,NZ673492,2018----,978150,1c1mc,0c,2018
-39.06122744,174.0691749,New Plymouth District,551900,NZ674464,2018----,967801,2c,0c,2018
-39.93122018,175.0467997,Wanganui District,557100,NZ672873,2018----,977531,2c,0c,2018
-39.06225883,174.0657692,New Plymouth District,551900,NZ659794,2018----,963134,2c,0c,2018
-39.05656221,174.0708728,New Plymouth District,551800,NZ661915,2018----,966254,2c,0c,2018
-39.60862733,176.9397702,Hastings District,545740,NZ669544,2018----,975202,2c,0c,2018
-40.63152132,175.285105,Horowhenua District,564231,NZ669763,2018----,975421,2c,0c,2018
-40.63152132,175.285105,Horowhenua District,564232,NZ669763,2018----,975421,2c,0c,2018
-40.34064819,175.5980944,Palmerston North City,562320,NZ657453,2018----,960793,3c1i,0c,2018
-39.92545783,175.0394552,Wanganui District,556800,NZ651038,2018----,953381,1c1f,1c1m,2018
-39.92545783,175.0394552,Wanganui District,556800,NZ661823,2018----,966162,,0c,2018
-39.92545783,175.0394552,Wanganui District,556800,NZ668424,2018----,973084,1c,0c,2018
-41.32071215,174.8092497,Wellington City,577200,NZ650249,2018----,952592,2c,2c2m,2018
-41.32071215,174.8092497,Wellington City,577200,NZ649468,2018----,953811,1c1f,2c2m,2018
-41.30086458,174.7789362,Wellington City,573300,NZ665300,2018----,969960,1c1T1i,0c,2018
-41.22689999,174.8724577,Hutt City,569900,NZ655219,2018----,959559,1c1b,1c1m,2018
-41.22689999,174.8724577,Hutt City,569900,NZ669007,2018----,973665,2c,0c,2018
-40.34345569,175.6014278,Palmerston North City,562401,NZ651304,2018----,956647,2c,1c1m,2018
-40.34345569,175.6014278,Palmerston North City,562401,NZ668659,2018----,973319,1c,0c,2018
-40.34345569,175.6014278,Palmerston North City,562401,NZ670585,2018----,974243,2c,0c,2018
-40.34345569,175.6014278,Palmerston North City,562401,NZ670638,2018----,974296,2c,0c,2018
-40.34345569,175.6014278,Palmerston North City,562401,NZ671086,2018----,974744,2c,0c,2018
-40.34345569,175.6014278,Palmerston North City,562401,NZ673959,2018----,978617,2c,0c,2018
-40.34345569,175.6014278,Palmerston North City,562310,NZ651304,2018----,956647,2c,1c1m,2018
-40.34345569,175.6014278,Palmerston North City,562310,NZ668659,2018----,973319,1c,0c,2018
-40.34345569,175.6014278,Palmerston North City,562310,NZ670585,2018----,974243,2c,0c,2018
-40.34345569,175.6014278,Palmerston North City,562310,NZ670638,2018----,974296,2c,0c,2018
-40.34345569,175.6014278,Palmerston North City,562310,NZ671086,2018----,974744,2c,0c,2018
-40.34345569,175.6014278,Palmerston North City,562310,NZ673959,2018----,978617,2c,0c,2018
-39.93469345,175.0378336,Wanganui District,556700,NZ661527,2018----,965866,1c1f,0c,2018
-40.36557491,175.5518998,Palmerston North City,562720,NZ650947,2018----,953290,2c,2c2m,2018
-40.36557491,175.5518998,Palmerston North City,562720,NZ665646,2018----,970306,2c,0c,2018
-40.36557491,175.5518998,Palmerston North City,562720,NZ672149,2018----,976807,1c1i,0c,2018
-40.36557491,175.5518998,Palmerston North City,561811,NZ650947,2018----,953290,2c,2c2m,2018
-40.36557491,175.5518998,Palmerston North City,561811,NZ665646,2018----,970306,2c,0c,2018
-40.36557491,175.5518998,Palmerston North City,561811,NZ672149,2018----,976807,1c1i,0c,2018
-40.34833327,175.6287054,Palmerston North City,562402,NZ654512,2018----,958854,1c1f,1c1m,2018
-40.34833327,175.6287054,Palmerston North City,562402,NZ661144,2018----,965483,2c,0c,2018
-40.34833327,175.6287054,Palmerston North City,562402,NZ669043,2018----,973701,2c,0c,2018
-40.34833327,175.6287054,Palmerston North City,562500,NZ654512,2018----,958854,1c1f,1c1m,2018
-40.34833327,175.6287054,Palmerston North City,562500,NZ661144,2018----,965483,2c,0c,2018
-40.34833327,175.6287054,Palmerston North City,562500,NZ669043,2018----,973701,2c,0c,2018
-41.10434786,174.9102095,Porirua City,565602,NZ650735,2018----,953078,1c1i,1c1m,2018
-40.36370571,175.5945876,Palmerston North City,563000,NZ653327,2018----,957670,2c,1c1s,2018
-40.36370571,175.5945876,Palmerston North City,563000,NZ654905,2018----,959246,1c1f,1c1m,2018
-40.36370571,175.5945876,Palmerston North City,563000,NZ663431,2018----,969091,2c,0c,2018
